Publication date,URL,Publication date,Author Name,Image URL,Abstract,Abstract Length
2020-08-20,https://www.uni-potsdam.de/de/nachrichten/detail/2020-08-20-nicht-jedem-tut-sport-automatisch-gut-ein-psychologe-und-ein-mediziner-ueber-gewoh,20.08.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/8/9/csm_2020-08_Sport-in-Corona-Zeiten_AdobeStock_galitskaya_e82d385245.jpg,"Ist Sport gesund? Was für eine Frage! Jeder weiß es, und dennoch fällt es vielen Menschen schwer, sich regelmäßig zu bewegen, den Kreislauf auf Trab zu bringen, die Muskeln anzustrengen. Nicht nur Übergewicht, Erkrankungsrisiken und gesundheitliche Probleme ließen sich damit verringern, sondern auch seelische Verstimmungen und stressbedingte Befindlichkeitsstörungen. „Portal Wissen“ hat den Rehabilitationsmediziner und Kardiologen Prof. Dr. med. Heinz Völler und den Sportpsychologen Prof. Dr. Ralf Brand um fachliche Auskunft gebeten.",539
2020-08-21,https://www.uni-potsdam.de/de/nachrichten/detail/2020-08-21-schleimpilze-sind-seine-welt-zu-besuch-im-labor-bei-prof-dr-ralph-graef,21.08.2020,Sandy Bossier-Steuerwald,https://www.uni-potsdam.de/fileadmin/_processed_/5/0/csm_2020-08_ProfGr%C3%A4f_TobiasHopfgarten_DSC5081_7925b984e2.jpg,"Beim Betreten des Zellkulturlabors am Campus Golm fällt am Türschild des Raums 0.28-29 ein Cartoon mit Sprechblase ins Auge: „DICTY rules the WORLD“. Die Verniedlichung „Dicty“ ist eine Abkürzung für Dictyostelium discoideum und dieser nichts anderes als der Schleimpilz, dessen Erforschung sich der Zellbiologe Prof. Dr. Ralph Gräf mittlerweile seit Jahrzehnten widmet. Wer nun im Labor am Institut für Biochemie und Biologie schleimige Pilze oder diverse Pilzkulturen erwartet, wird – zumindest auf ersten Blick – nicht fündig. „Unsere Schleimpilze befinden sich in den Zellkulturflaschen und Schüttelkolben. Zudem haben wir Sporen eingefroren,“ erklärt Gräf. „Die Bezeichnung Schleimpilz ist auf Deutsch zwar korrekt, aber dennoch kein treffender Name, weil diese Modellorganismen mit Pilzen wenig zu tun haben!“",815
2020-08-25,https://www.uni-potsdam.de/de/nachrichten/detail/2020-08-25-mit-abstand-praesent-mba-kurse-an-der-universitaet-potsdam-wieder-in-praesenz,25.08.2020,Katharina Bernhardt-Littmann,https://www.uni-potsdam.de/fileadmin/_processed_/9/b/csm_2020-08_MBA_Sommer_2020_Foto_Littmann_7905e8dec1.jpg,"Die Sommerpause nähert sich dem Ende, und an der Universität Potsdam wird Lehre bedingt und teilweise wieder vor Ort stattfinden – wenn es sich um kleine Gruppen handelt und die Hygienekonzepte angewandt werden können. So wurde am 14. und 15. August auch das Modul „Medizincontrolling“ im Rahmen der MBA-Vertiefungsrichtung „Innovatives Gesundheitsmanagement“ als erste Veranstaltung wieder auf dem Campus durchgeführt. „Wir freuen uns alle sehr, dass die Wiederaufnahme der Präsenzlehre möglich ist, und wir hoffen natürlich, dass die Entwicklung dies auch weiter zulässt“ sagt die MBA-Studiengangleiterin Dr. Roya Madani.",623
2020-08-27,https://www.uni-potsdam.de/de/nachrichten/detail/2020-08-27-im-kampf-gegen-krankheitserreger-der-chemiker-matthias-hartlieb-entwickelt-stoffe-die-e,27.08.2020,Dr. Jana Scholz,https://www.uni-potsdam.de/fileadmin/_processed_/9/8/csm_2020-08_Hartlieb_im_Labor_DSC3592_ZIM_TobiasHopfgarten_939bcf8afe.jpg,"Seit April 2019 forscht Dr. Matthias Hartlieb als Postdoc im Open-Topic-Programm der Universität Potsdam zu antimikrobiellen Polymeren – also chemischen Stoffen, die Mikroorganismen wie Bakterien zerstören und insbesondere im Gesundheitssektor gefragt sind. Unter dem gegenwärtigen Einfluss des Corona-Virus gewinnt seine Forschung besondere Relevanz, auch wenn bakterielle Erreger für ihn im Fokus stehen. Denn schon seit Jahren beschäftigt sich die Medizin mit der Frage, wie gerade kranke und immunschwache Menschen vor Keimen geschützt werden können. Dr. Jana Scholz sprach mit dem Chemiker über resistente Bakterien, die Wirksamkeit von Antibiotika und die Fragilität des Gesundheitssystems.",696
2020-08-28,https://www.uni-potsdam.de/de/nachrichten/detail/2020-08-28-eine-frage-der-mode-studierende-gruenden-eigenes-label-s%C3%A6x,28.08.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/1/b/csm_2020-08_saex_lb_fahr_3_Simon_Stadlinger_9b493f2164.jpg,"Nach dem Seminar noch schnell in die Bibliothek und dann ab in die eigene Modefabrik, ein paar Shirts und Hoodies bedrucken, neue Designs besprechen. Anschließend die neuen Bestellungen abarbeiten und in den Versand geben. Bitte was? Aber ja! Fünf Studierende aus Potsdam und Heidelberg haben sich zusammengetan und ein eigenes Modelabel gegründet: „SÆX“. Matthias Zimmermann sprach mit ihnen über den Weg von der Idee bis zum ersten Shirt und über das, was danach kommt.",471
2020-08-31,https://www.uni-potsdam.de/de/nachrichten/detail/2020-08-31-auf-dem-weg-zu-100-prozent-universitaet-potsdam-baut-mit-dfg-foerderung-den-anteil-der-o,31.08.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/4/6/csm_2020-08_AdobeStock_putilov_denis_ec7e0287e2.jpg,"Immer mehr Wissenschaftlerinnen und Wissenschaftler der Universität Potsdam wollen ihre Forschungsergebnisse frei verfügbar veröffentlichen, also Open Access. Unterstützung erhalten sie dabei von ihrer Hochschule, die mithilfe der Deutschen Forschungsgemeinschaft (DFG) einen Publikationsfonds aufgelegt hat. Mit Erfolg: Seit der Einrichtung des DFG-Publikationsfonds 2015 hat sich die Zahl der daraus geförderten Open Access-Veröffentlichungen von Forschenden der Uni Potsdam fast verfünffacht – von 24 auf 113 im Jahr 2019. Auch darüber hinaus stehen die Zeichen auf Open Access: Von den 1840 Publikationen, die 2019 von UP-Forschenden veröffentlicht wurden, waren bereits 54,9 Prozent frei zugänglich. 2012 waren es noch 8,7 Prozent.",736
2020-09-01,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-01-unermuedlicher-einsatz-fuer-toleranz-bundesverdienstkreuz-fuer-julius-schoeps,01.09.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/4/f/csm_2020-08_Schoeps_foto_fritze_91b09c2478.jpg,"Der Gründungsdirektor des Moses Mendelssohn Zentrums für europäisch-jüdische Studien an der Universität Potsdam, Julius Schoeps, hat das Große Verdienstkreuz erhalten. Die Auszeichnung, die Schoeps von Bundespräsident Frank-Walter Steinmeier verliehen wird, überreichte ihm Brandenburgs Ministerpräsident Dietmar Woidke (SPD) am Montag in Potsdam.",347
2020-09-01,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-01-abbrueche-der-kreidefelsen-auf-ruegen-seismisch-belauscht-trockene-sommer-erhoehen-langf,01.09.2020,GFZ,https://www.uni-potsdam.de/fileadmin/_processed_/c/e/csm_2020-08_Steilkueste-Ruegen_Kristen-Cook-GFZ_2aa089da6d.jpg,"Die zehn Kilometer lange Kreideküste von Jasmund auf Rügen wird fortwährend von Abbrüchen und Rutschungen geformt. Bislang wurden diese Ereignisse mit ergiebigen Regenereignissen in Zusammenhang gebracht. In einer mehr als zwei Jahre langen Studie haben Forschende vom Deutschen GeoForschungsZentrum GFZ um Michael Dietze und Niels Hovius, der zugleich Professor für Geopedologie am Institut für Geowissenschaften der Universität Potsdam ist, mithilfe von seismischen Sensoren und hoch aufgelösten Luftbildern ein viel detaillierteres Bild dieser Ereignisse gezeichnet. Die Studie ist in der Zeitschrift „Journal of Geophysical Research“ erschienen.",649
2020-09-03,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-03-wir-koennen-etwas-beitragen-zum-besseren-verstaendnis-unserer-zeit-der-historiker,03.09.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/8/3/csm_2020-03_ProfDrGeppert_Tobias_Hopfgarten_DSC3823_0c3aeed1d5.jpg,"Im Herbst 1989 steht die Welt Kopf und alle Augen sind auf Berlin gerichtet. Die Mauer fällt und binnen weniger Monate wird aus zwei deutschen Staaten ein vereintes Deutschland. Mittendrin ist ein junger Mann, Dominik Geppert, der das, was heute als Weltgeschichte in Schulen überall auf der Welt gelehrt wird, staunend miterlebt. „Ich hatte das Gefühl, Geschichte ist nichts Anonymes, das in Strukturen steckt, sondern etwas, das mein eigenes Leben betrifft“, sagt er rückblickend. „Wenig später begann ich, Geschichte zu studieren.“ Fast 30 Jahre später, im Herbst 2018, wird Dominik Geppert Professor für Neuere Geschichte an der Universität Potsdam. Erhalten hat er sich seine Leidenschaft für die Transformationszeit in Deutschland in den 80er und 90er Jahren – und die Überzeugung, dass der Blick in die Geschichte wichtig dafür ist, wie wir das Heute und das Morgen gestalten.",883
2020-09-04,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-04-potsdamer-ernaehrungsforscher-prof-tilman-grune-erhaelt-grossen-preis-der-deutschen-gesells,04.09.2020,Sonja Schäche,https://www.uni-potsdam.de/fileadmin/_processed_/7/e/csm_2010-07_Prof_Tilman-Grune_-Foto_Anne-Guenther_5ea5e89ff7.jpg,"Professor Tilman Grune, wissenschaftlicher Vorstand des Deutschen Instituts für Ernährungsforschung (DIfE), Leiter der Abteilung Molekulare Toxikologie und Professor für Molekulare Toxikologie an der Universität Potsdam, ist es gelungen, grundlegende Erkenntnisse zur altersbedingten Ansammlung geschädigter Proteine zu erzielen. Für seine herausragende Forschung auf dem Gebiet der Gerontologie erhielt er am 3. September 2020 im Rahmen des – erstmalig virtuell stattfindenden – Kongresses der Deutschen Gesellschaft für Gerontologie und Geriatrie (DGGG) den mit 10.000 Euro dotierten Großen Preis.",599
2020-09-07,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-07-spielend-lernen-lehramtsstudent-johannes-mueller-in-der-sommerschule-im-hort-am-schul,07.09.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/f/2/csm_2020-09_Komponieren-mit-dem-Tablet_Foto_Antje_Horn-Conrad_3bf69b6398.jpg,"Zwei Achtjährige schleppen Trommeln und Becken des Schlagzeugs in den Fußballraum. Ein Mädchen verkriecht sich mit dem Tablet ins Musikzimmer, um leise auf der virtuellen Klaviatur einer App zu klimpern. Einige Kinder wollen beim Musikprojekt im Hort nicht mitmachen. Stattdessen kramen sie aus einer Deko-Kiste Weihnachtsengel, Herbstschmuck und Osterküken heraus. Alles wird spontan zu einer Ausstellung über die Jahreszeiten arrangiert. Was liegt näher, als jetzt nebenbei Antonio Vivaldis „Vier Jahreszeiten“ abzuspielen? Johannes Müller, Lehramtsstudent für Musik und Lebensgestaltung-Ethik-Religionskunde an der Universität Potsdam, legt die CD ein und das musikalische Gewitter nimmt seinen Lauf …",704
2020-09-07,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-07-sanssouci-avec-shakespeare-erhaelt-integrationspreis-2020,07.09.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/f/8/csm_2020_029_Galilei_Ensemble_Manfred_Wolf_artikel_664c997e7d.jpg,"„Sanssouci avec Shakespeare“, das Integrationstheater für Vielfalt und Toleranz, hat in der Kategorie Projektidee den Integrationspreis der Stadt Potsdam erhalten. In dem Gemeinschaftsprojekt des Universitätsgesellschaft Potsdam e.V. und des Zentrums für Sprachen und Schlüsselkompetenzen der Universität Potsdam spielen Studierende gemeinsam mit jungen Migranten aus verschiedenen Ländern Theater. Sowohl die Studierenden als auch die Geflüchteten lernen in der künstlerischen Arbeit die kulturellen Unterschiede zu erkennen und zu akzeptieren. Unter Leitung des Regisseurs Kaspar von Erffa werden eigene, mehrsprachige Stückfassungen erarbeitet, die auf den Originaltexten und Übersetzungen ins Deutsche, Arabische, Persische, Russische und Türkische beruhen. So können die jungen Akteure Teile des Textes in ihrer Muttersprache vortragen, ohne dass darunter die Verständlichkeit der Handlung leidet.",902
2020-09-08,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-08-solidarisch-durch-die-krise-studierende-unterstuetzen-schuelerinnen-schueler-und-lehrkr,08.09.2020,"Ministerium für Wissenschaft, Forschung und Kultur des Landes Brandenburg, Presse- und Öffentlichkeitsarbeit",https://www.uni-potsdam.de/fileadmin/_processed_/1/a/csm_2020-09_Lernassistenz_Foto_AdobeStock_Monkey_Business_41a848793e.jpg,"Das Ministerium für Bildung, Jugend und Sport (MBJS) und das Ministerium für Wissenschaft, Forschung und Kultur (MWFK) haben ein Programm zur Entlastung der Lehrkräfte durch den zusätzlichen Einsatz von Studierenden gestartet. Dabei geht es schwerpunktmäßig darum, Schülerinnen und Schüler in den ersten Monaten nach dem Schulstart bei Bedarf individuell zu fördern sowie beim Lernen mit Digitalen Medien zu unterstützen. Dafür stellt das MBJS bis zum Ende des Jahres rund eine Million Euro zusätzliche Mittel bereit, die aus dem Rettungsschirm des Landes stammen.",564
2020-09-09,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-09-neutronensonden-im-park-sanssouci-potsdamer-umweltwissenschaftler-messen-bodenfeuchte-im,09.09.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/7/0/csm_2020-09-Oswald-Umweltwissenschaftler-Scholz_C0U9885_3717704d80.jpg,No abstract found.,0
2020-09-10,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-10-wissenstransfer-im-bahnhof-velten-uni-potsdam-und-th-brandenburg-betreiben-neue-praesenz,10.09.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/4/b/csm_2020-09_Eroeffnung_Praesenzstelle_Velten_Foto_Ernst_Kaczynski_a548eaae12.jpg,"„Station Wissenschaft“ heißt es ab sofort im Bahnhof Velten: Im Beisein von Brandenburgs Wissenschaftsministerin Dr. Manja Schüle ist dort am 9. September eine neue Präsenzstelle der Universität Potsdam und der Technischen Hochschule Brandenburg eröffnet worden. Prominent gelegen und gut erreichbar finden sich hier Büro- und Veranstaltungsräume, in denen sich studieninteressierte Schülerinnen und Schüler aus dem Raum Oranienburg, Hennigsdorf und Velten wohnortnah beraten lassen können. Auch für bildungsorientierte Bürgerinnen und Bürger sowie Unternehmen der Region Oberhavel ist die Station Anlaufstelle in allen Fragen des Wissenstransfers von den Hochschulen in die Wirtschaft und die Gesellschaft. Zwei Standortmanager werden als Ansprechpartner vor Ort sein.",769
2020-09-10,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-10-good-news-wie-data-science-dabei-hilft-die-corona-pandemie-besser-zu-verstehen,10.09.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/3/3/csm_2020-09_big_data_Andreas_Toepfer_11fffd3475.jpg,"Die durch das Coronavirus Ende 2019 ausgelöste Pandemie bestimmt ein halbes Jahr später das Leben von Milliarden Menschen weltweit. Dabei spielen reale Ängste vor der Ansteckung mit dem Virus genauso eine Rolle wie bewusst gestreute Falschinformationen. Um sich unabhängig informieren zu können, sind im Kampf gegen das Virus öffentlich zugängliche Daten wichtig. Hierbei hilft eine Gruppe von Forschenden am Hasso-Plattner-Institut (HPI) der Universität Potsdam, indem sie Erkenntnisse und IT-Werkzeuge zur grafischen Auswertung unter https://we.analyzegenomes.com/ kostenlos zur Verfügung stellt.",598
2020-09-10,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-10-10-ordinationsfeier-des-abraham-geiger-kollegs,10.09.2020,Sandy Bossier-Steuerwald,https://www.uni-potsdam.de/fileadmin/_processed_/e/6/csm_2020-09_Ordinationsfeier_Abraham_Geiger_Kollegs_foto_AdobeStock_ReedSinclaireStudio_4bd58171aa.jpg,No abstract found.,0
2020-09-11,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-11-bewegt-studieren-studieren-bewegt-20-auftakt-in-potsdam,11.09.2020,Antje Horn-Conrad und Oliver Kraus/adh,https://www.uni-potsdam.de/fileadmin/_processed_/7/1/csm_2020-09_Fu%C3%9Fballspielen-beim-Hochschulsport_foto_thomas_roese_33bf5184dd.jpg,"Die Universität Potsdam ist Gastgeber der Auftaktveranstaltung zur bundesweiten Initiative „Bewegt studieren – Studieren bewegt! 2.0“, zu der der Allgemeinen Deutsche Hochschulsportverband (adh) am 15. September ins Kongresshotel Am Luftschiffhafen einlädt. „Wir freuen uns, auf der Tagung unser Studentisches Gesundheitsmanagement vorzustellen“, sagt dessen Koordinatorin Ulrike Holz vom Zentrum für Hochschulsport. Unter dem Motto „Feel Good Campus“ hat die Universität Potsdam mit Unterstützung der Techniker Krankenkasse (TK) ein Programm entwickelt, das den Studierenden helfen soll, fit und leistungsfähig ihr Studium zu absolvieren.",639
2020-09-11,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-11-gigantischer-teilchenbeschleuniger-am-himmel-neue-studie-zeigt-elektronen-werden-in-den,11.09.2020,Josef Zens,https://www.uni-potsdam.de/fileadmin/_processed_/9/d/csm_2020-09_orbits_Lomonosov_RBSP_THEMIS-_GPS_Cubesats_912283726c.jpg,"Das Magnetfeld der Erde fängt hochenergetische Teilchen ein. Als die ersten Satelliten ins All geschossen wurden, entdeckten Forschende unter der Leitung von James Van Allen die Regionen mit hochenergetischer Teilchenstrahlung, die später nach ihrem Entdecker Van-Allen-Strahlungsgürtel benannt wurden. Visualisiert sehen diese wie zwei gigantische Donuts aus, die unseren Planeten umschließen. Nun zeigt eine neue Studie unter der Leitung von Forschenden des Deutschen GeoForschungsZentrums GFZ, dass Elektronen in den Strahlungsgürteln lokal auf sehr hohe Geschwindigkeiten beschleunigt werden können. Die Studie zeigt, dass die Magnetosphäre wie ein sehr effizienter Teilchenbeschleuniger funktioniert, der Elektronen auf so genannte ultra-relativistische Energien beschleunigt. Die von Hayley Allison, Postdoc-Stipendiatin am GFZ Potsdam, und Yuri Shprits, Sektionsleiter am GFZ und Professor an der Universität Potsdam, durchgeführte Studie wird in Nature Communications veröffentlicht. Die Studie wurde zum Teil durch den von der Universität Potsdam koordinierten Sonderforschungsbereich „Data Assimilation“ (SFB 1294) gefördert.",1135
2020-09-14,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-14-space-mining-rohstoffe-aus-dem-kosmos,14.09.2020,Simon Schneider und apl. Prof. Dr. Uwe Altenberger,https://www.uni-potsdam.de/fileadmin/_processed_/2/e/csm_2020-09_Santa-Rosa-de-Viterbo-Meteorit_373f8b857e.jpg,"Meteoriten gehören nicht zu den Georisiken, über die wir viel nachdenken. Dennoch spielen diese außerirdischen Besucher eine wichtige Rolle. Wissenschaftler diskutieren heute sogar, ob das Leben auf der Erde durch Meteoriten überhaupt erst möglich gemacht wurde. So deutet zum Beispiel vieles darauf hin, dass das Wasser, das für uns und jedes andere Leben auf unserem Planeten essenziell ist, von Meteoriten stammt.",416
2020-09-15,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-15-mit-tandem-buddy-am-virtuellen-lagerfeuer-fremdsprachenlernen-in-social-virtual-reality,15.09.2020,Sandy Bossier-Steuerwald,https://www.uni-potsdam.de/fileadmin/_processed_/b/a/csm_2020-09_Timo_Ahlers_Foto_Roger_Guenther_artikel_6a66e13a7c.jpg,Dr. Timo Ahlers arbeitet seit 2019 als Postdoc im Bereich Lehrerbildung – Deutsch an der Universität Potsdam. Er ist Mitglied der VR/AR-Arbeitsgruppe der Universität Potsdam und untersucht in der interdisziplinären Forschungsgruppe „Hololingo!“ spielbasiertes Sprachenlernen in VR.,281
2020-09-16,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-16-wissenschaft-ist-gesellschaftlich-bedeutsam-voltaire-preis-traeger-2020-dr-g%C3%A1bor,16.09.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/d/9/csm_Gabor_Polyak_Foto_Szabolcs_Csortos_artikel_f8f6026c3d.jpg,"Im Januar 2021 verleiht die Universität Potsdam zum fünften Mal den „Voltaire-Preis für Toleranz, Völkerverständigung und Respekt vor Differenz“. Der von der Friede Springer Stiftung finanzierte und mit 5.000 Euro dotierte Preis wird einmal im Jahr an eine Persönlichkeit vergeben, die sich für die Freiheit von Forschung und Lehre sowie für das Recht auf freie Meinungsäußerung einsetzt. Ab sofort können junge Forschende für den Voltaire-Preis 2021 vorgeschlagen werden. Im Gespräch verrät der Voltaire-Preis-Träger 2020 Dr. Gábor Polyák, was der Preis aus seiner Sicht bedeutet und was er ihm gebracht hat.",609
2020-09-17,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-17-verstehen-und-entscheiden-harding-zentrum-fuer-risikokompetenz-forscht-jetzt-in-potsdam,17.09.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/0/2/csm_2020-09_hardingcenter_AdobeStock_zhukovvvlad_e6ce807c82.jpg,"Was sind die Risiken der elektronischen Patientenakte, der Diagnose mit künstlicher Intelligenz oder aber von Gesundheits-Apps? Mit solchen Fragen befasst sich das Harding-Zentrum für Risikokompetenz, das der renommierte Psychologe Gerd Gigerenzer am Berliner Max-Planck-Institut für Bildungsforschung gründete. Zu Jahresbeginn wechselte es an die Fakultät für Gesundheitswissenschaften nach Potsdam. Doch kaum waren die Umzugskisten ausgepackt, brach die Corona-Pandemie herein. Und plötzlich standen ganz andere Fragen im Raum …",530
2020-09-21,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-21-prof-reinhold-kliegl-fuer-wissenschaftliches-lebenswerk-geehrt-potsdamer-psychologe-erh,21.09.2020,Deutsche Gesellschaft für Psychologie e.V.,https://www.uni-potsdam.de/fileadmin/_processed_/6/d/csm_2020-09_prof_kliegl_foto_fritze_55e3b4d478.jpg,"Die Deutsche Gesellschaft für Psychologie (DGPs) würdigt mit Professor Reinhold Kliegl von der Universität Potsdam einen herausragenden Wissenschaftler, der national wie international hohe Anerkennung in verschiedenen Teilgebieten der Psychologie erworben hat, insbesondere der Entwicklungspsychologie, der experimentellen kognitiven Psychologie sowie der Methodenlehre. „Mit Reinhold Kliegl ehren wir in diesem Jahr einen weltweit hochangesehenen Wissenschaftler, dessen umfangreiches Schaffen für Forschung, Bildung und Wissen gleichermaßen wegweisend ist“, erklärt DGPs-Präsidentin Birgit Spinath. Der Preis wurde am 16. September 2020 im Rahmen einer virtuellen Sitzung verliehen.",684
2020-09-22,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-22-toene-sehen-bilder-hoeren-visualisierte-musik-in-einer-konzertausstellung-fuer-ludwig-v,22.09.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/f/5/csm_2020-09_Detlef-Pauligk_Laura-Schulz_8858fd2858.jpg,"Sang- und klanglos zieht es vorüber, das Jubiläumsjahr zum 250. Geburtstag Ludwig van Beethovens. Fast alle Konzerte wurden abgesagt, nicht jedoch an der Universität Potsdam! Nach einem musikwissenschaftlichen Projektseminar zu Beethovens „Diabelli-Variationen“ ist das berühmte Klavierwerk im Sommer in einer außergewöhnlichen Konzertausstellung im Golmer Kammermusiksaal aufgeführt worden. Am Flügel Detlef Pauligk, Musikdozent an der Universität Potsdam.",457
2020-09-22,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-22-jetzt-geht-es-los-bewegt-studieren,22.09.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/4/0/csm_2020-09_adhTagung_TobiasHopfgarten_DSC5808_0cef3c000b.jpg,"„Feel Good Campus“ heißt das Projekt zur Förderung der studentischen Gesundheit, mit dem sich die Universität Potsdam innerhalb der bundesweiten Initiative „Bewegt studieren – Studieren bewegt! 2.0“ präsentiert hat.",215
2020-09-22,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-22-ambitioniert-evaluiert-ba-studentin-ariane-lehmann-wird-im-master-lab-gefoerdert,22.09.2020,Magda Pchalek,https://www.uni-potsdam.de/fileadmin/_processed_/4/6/csm_2020-03_Europa-digital_AdobeStock_245637983_Sikov_2ed80cf5ea.jpg,"Das Bachelor-Projekt von Ariane Lehmann, die an der Universität Potsdam Wirtschaftsinformatik studiert, ist ambitioniert. So sehr, dass Sie für die Dauer ihrer Bachelorarbeit durch das Master Lab des Stifterverbandes gefördert wird – ein Programm, das eigentlich Master-Studierenden vorbehalten ist. Nur in Fällen von besonders anspruchsvollen Arbeitsvorhaben kann eine Bachelor-Förderung erfolgen.",398
2020-09-24,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-24-die-medizinische-schatztruhe-der-natur-chemiker-aus-potsdam-erforschen-mit-afrikanischen,24.09.2020,Heike Kampe,https://www.uni-potsdam.de/fileadmin/_processed_/9/a/csm_2020-09_DSC3696-GeorgKwesiga-Troese-Vorauswahl_f9d0159563.jpg,"Die Natur liefert eine Fülle von medizinisch wirksamen Substanzen. Nur ein Bruchteil davon ist bisher bekannt. Gerade in ärmeren Ländern, in denen die wenigsten Menschen sich teure Medikamente leisten können, werden zahlreiche Erkrankungen mit lokal gesammelten Heilpflanzen behandelt. Chemiker aus Potsdam und Ostafrika erforschen gemeinsam, welche Wirkstoffe vielversprechend sind und wie man sie nachbauen kann, um möglichst vielen Menschen einen Zugang zu ermöglichen.",472
2020-09-25,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-25-ausstellung-und-film-zum-leben-und-wirken-w%C5%82adys%C5%82aw-bartoszewskis,25.09.2020,Magda Pchalek,https://www.uni-potsdam.de/fileadmin/_processed_/1/1/csm_2020-09_Wladyslaw-Bartoszewski_89a87270ee.jpg,"Dem Leben und Wirken Władysław Bartoszewskis (1922-2015) widmet sich die Ausstellung „Widerstand – Erinnerung – Versöhnung – Kulturdialog“, die vom 25. September bis 6. November im Haus 11 auf dem Campus Am Neuen Palais der Universität Potsdam zu sehen ist. Anlässlich der Eröffnung werden am 25. September, um 18 Uhr im Babelsberger Thalia-Kino (Rudolf-Breitscheid-Straße 50) der Film „Brückenbauer“ von Zofia Kunert gezeigt sowie Filme über die Ausstellung. Eine Anmeldung ist unter kas-brandenburg@kas.de möglich. Mit dabei sind der Kurator Macin Barcz und die Generalkonsulin a.D. Elżbieta Sobótka. Der Eintritt ist frei.",625
2020-09-29,https://www.uni-potsdam.de/de/nachrichten/detail/2020-09-29-potsblitz-wie-lief-das-digitale-semester-eine-blitzumfrage-des-zentrums-fuer-qualitaet,29.09.2020,Antje Horn-Conrad,https://www.uni-potsdam.de/fileadmin/_processed_/6/b/csm_2020-09_Sophia_Pakzad_2d0eed8850.jpg,"„Dank Onlinelehre können wir nun selbst entscheiden, wo wir an Seminaren teilnehmen. Wieso nicht draußen in der Natur?“, dachte sich Regina Schuller und wählte einen beschaulichen Ort auf dem Wasser, um mit anderen Studierenden Lehrinhalte zu diskutieren und im Online-Plenum über einen gelesenen Text zu sprechen. Impressionen davon reichte sie bei einem Fotowettbewerb ein, den das Team von eLiS (E-Learning in Studienbereichen) ausgerufen hatte, um das unfreiwillige Studieren im Homeoffice während des digitalen Sommersemesters im Bild festzuhalten und so – gemeinsam einsam – wieder etwas enger zusammenzurücken. Nicht immer und überall ging es so idyllisch zu wie an Reginas schwimmendem Arbeitsplatz. Während die einen mit der Technik oder einer schwankenden Internetverbindung zu kämpfen hatten, mussten andere nebenbei Kinder betreuen oder Probleme der Isolation überwinden.",883
